State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File
OYO,IDO,BATAKE/IDI-IYA,30-14-05-006,"OPEN SPACE, ABULE AYO",0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,ISEYIN,ADO-AWAYE,30-16-01-009,"A.U.D. SCHOOL, OKE-ARO I",0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,ISEYIN,EKUNLE I,30-16-03-016,AJEPERO,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,ISEYIN,EKUNLE I,30-16-03-017,ABA OLODO,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,ISEYIN,EKUNLE II,30-16-04-006,ITA OBELE II,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,ISEYIN,EKUNLE II,30-16-04-014,"L.A. SCHOOL, APENPE",0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,IWAJOWA,IWERE-ILE IV,30-18-06-010,R.C.M. WASINMI I,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,IWAJOWA,SABI GANA III,30-18-09-012,"OKUTA APA, IGANNA",0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OGBOMOSO NORTH,AGUODO/ MASIFA,30-21-03-001,OJUDE ADEKEYE,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OGBOMOSO SOUTH,AKATA,30-22-01-004,ODE ONIYO II,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OGBOMOSO SOUTH,AKATA,30-22-01-005,ODE DAODU I,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OGBOMOSO SOUTH,AKATA,30-22-01-008,AYEGUN PRIMARY SCHOOL II,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OGBOMOSO SOUTH,AKATA,30-22-01-009,ODE ONIDEURE I,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OGBOMOSO SOUTH,AKATA,30-22-01-011,ODE ONIDEURE III,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OGBOMOSO SOUTH,AKATA,30-22-01-015,ODE MOINMOIN II,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OGBOMOSO SOUTH,AKATA,30-22-01-017,ODE AJIBADE II,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OGBOMOSO SOUTH,AKATA,30-22-01-018,ODE ALARO,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OGBOMOSO SOUTH,IBAPON,30-22-04-017,BAPTIST GRAMMAR SCHOOL II,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OGBOMOSO SOUTH,IBAPON,30-22-04-018,BAPTIST GRAMMAR SCHOOL III,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OGBOMOSO SOUTH,IBAPON,30-22-04-019,BAPTIST GRAMMAR SCHOOL IV,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OGBOMOSO SOUTH,IBAPON,30-22-04-020,BAPTIST GRAMMAR SCHOOL V,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OGBOMOSO SOUTH,IBAPON,30-22-04-021,ILE AJO ABEPE,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OGBOMOSO SOUTH,IJERU II,30-22-06-012,ODE OLOKOO,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OLUYOLE,AYEGUN,30-25-01-005,OBA-ADO,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OLUYOLE,AYEGUN,30-25-01-007,OKESE OLGS,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OLUYOLE,AYEGUN,30-25-01-009,LAWANDE,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OLUYOLE,IDI-IROKO/IKEREKU,30-25-02-001,ABBEY TECHNICAL,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OLUYOLE,IDI-IROKO/IKEREKU,30-25-02-002,ASIPA,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OLUYOLE,IDI-IROKO/IKEREKU,30-25-02-005,OPEN SPACE GARI PROCESSING ORITA CHALLENGE,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OLUYOLE,IDI-IROKO/IKEREKU,30-25-02-006,REVENUE COLLECTION CENTRE ORITA CHALLENGE I,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OLUYOLE,IDI-IROKO/IKEREKU,30-25-02-011,OLUYOLE HIGH SCHOOL II,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OLUYOLE,IDI-IROKO/IKEREKU,30-25-02-014,OLUGBEMI,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OLUYOLE,OLOMI/OLURINDE,30-25-07-001,"IDC SCHOOL, OLURINDE I",0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OLUYOLE,OLOMI/OLURINDE,30-25-07-004,OLOMI SCHOOL 1 B,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OLUYOLE,OLOMI/OLURINDE,30-25-07-005,OLOMI SCHOOL  II A,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OLUYOLE,OLOMI/OLURINDE,30-25-07-006,OLOMI SCHOOL  II B,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OLUYOLE,OLOMI/OLURINDE,30-25-07-008,"CUSTOMARY COURT, OLOMI",0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OLUYOLE,OLOMI/OLURINDE,30-25-07-009,OPE AGBE OPEN SPACE,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OLUYOLE,OLOMI/OLURINDE,30-25-07-010,"MATERNITY CENTRE , OLOMI I",0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OLUYOLE,ONIPE,30-25-09-001,"ALL SAINTS SCHOOL, ONIPE",0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OLUYOLE,ONIPE,30-25-09-002,LONGE PRIMARY SCHOOL,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OLUYOLE,ONIPE,30-25-09-004,ONIGAMBARI,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OLUYOLE,ONIPE,30-25-09-007,OLUBI,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OLUYOLE,ONIPE,30-25-09-008,LAMOLO,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OLUYOLE,ONIPE,30-25-09-010,ABIPO,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OLUYOLE,ORISUNBARE/OJO-EKUN,30-25-10-001,MAKINDE OLOSE,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OLUYOLE,ORISUNBARE/OJO-EKUN,30-25-10-002,ARA-OJE,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OLUYOLE,ORISUNBARE/OJO-EKUN,30-25-10-004,ODOKUODO PRIMARY SCHOOL,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OLUYOLE,ORISUNBARE/OJO-EKUN,30-25-10-006,ODO-OKUN PRIMARY SCHOOL,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,ONA-ARA,OGBERE,30-26-06-002,OBANI BASIRI,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,ONA-ARA,OGBERE TIOYA,30-26-07-001,MOGA,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,ONA-ARA,OGBERE TIOYA,30-26-07-002,AKILAPA BABANLA,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,ONA-ARA,OGBERE TIOYA,30-26-07-003,GARI INDUSTRY,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,ONA-ARA,OGBERE TIOYA,30-26-07-004,ELEKURO HIGH SCHOOL,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,ONA-ARA,OGBERE TIOYA,30-26-07-010,ORITA-MERIN II,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,ONA-ARA,OGBERE TIOYA,30-26-07-011,"METHODIST PRIMARY SCHOOL, GANGANSI",0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,ONA-ARA,OGBERE TIOYA,30-26-07-012,JEGEDE,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,ONA-ARA,OLORUNSOGO,30-26-09-007,MOKORE,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,ONA-ARA,OLORUNSOGO,30-26-09-009,OBALENDE,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,ONA-ARA,OLORUNSOGO,30-26-09-011,DALEMO IDI OSE,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,ONA-ARA,OLORUNSOGO,30-26-09-013,AWOTUNDE PRIMARY SCHOOL,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,ONA-ARA,OLORUNSOGO,30-26-09-014,AKINBODE SPACE,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,ONA-ARA,OLODE/GBEDUN/OJEBODE,30-26-10-003,ELESE ERIN,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,ONA-ARA,OLODE/GBEDUN/OJEBODE,30-26-10-004,AKINKEMI,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,ONA-ARA,OLODE/GBEDUN/OJEBODE,30-26-10-005,JEGEDE,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,ONA-ARA,OLODE/GBEDUN/OJEBODE,30-26-10-006,AMOSUN,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,ONA-ARA,OLODE/GBEDUN/OJEBODE,30-26-10-007,FAWANDE,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OORELOPE,AARE,30-27-02-004,AARE/IFASIPE COMPOUND II,0,0,0,0,1,0,1,1,0,0,0,0,0,
OYO,OORELOPE,IGBOPE/IYEYE I,30-27-04-004,"OKANLAWON COMPOUND, IGBOPE",0,0,0,0,1,0,1,1,0,0,0,0,0,
